tweet_id,timestamp_x,source,text,retweeted_status_timestamp,rating_numerator,name,timestamp_y,favourites_count,retweets_count,dog_type,breed,CI
867774946302451713,2017-05-25 16:10:44 +0000,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,,13,Harold,Thu May 25 16:10:44 +0000 2017,30221,6235,,Border collie,0.661953
867421006826221569,2017-05-24 16:44:18 +0000,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,,12,Shikha,Wed May 24 16:44:18 +0000 2017,14321,2110,puppo,Eskimo dog,0.6164569999999999
866686824827068416,2017-05-22 16:06:55 +0000,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,,12,Lili,Mon May 22 16:06:55 +0000 2017,17088,2960,puppo,flat-coated retriever,0.51473
866450705531457537,2017-05-22 00:28:40 +0000,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",,13,Jamesy,Mon May 22 00:28:40 +0000 2017,108644,30101,pupper,French bulldog,0.905334
866334964761202691,2017-05-21 16:48:45 +0000,Twitter for iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,,12,Coco,Sun May 21 16:48:45 +0000 2017,46488,12175,,Samoyed,0.984086
865718153858494464,2017-05-19 23:57:46 +0000,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",,13,Boomer,Fri May 19 23:57:46 +0000 2017,22886,4828,,golden retriever,0.673664
865359393868664832,2017-05-19 00:12:11 +0000,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,,13,Sammy,Fri May 19 00:12:11 +0000 2017,23556,4277,,Chesapeake Bay retriever,0.832435
865006731092295680,2017-05-18 00:50:50 +0000,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,,13,Nelly,Thu May 18 00:50:50 +0000 2017,24997,6645,,Pembroke,0.989882
864279568663928832,2017-05-16 00:41:21 +0000,Twitter for iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,,12,Meatball,Tue May 16 00:41:21 +0000 2017,13046,2576,,bull mastiff,0.668613
864197398364647424,2017-05-15 19:14:50 +0000,Twitter for iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,,13,Paisley,Mon May 15 19:14:50 +0000 2017,26593,7567,,golden retriever,0.945905
863553081350529029,2017-05-14 00:34:33 +0000,Twitter for iPhone,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,,13,Neptune,Sun May 14 00:34:33 +0000 2017,13649,3621,,Eskimo dog,0.41333
863432100342583297,2017-05-13 16:33:49 +0000,Twitter for iPhone,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,,12,Belle,Sat May 13 16:33:49 +0000 2017,21261,4546,,Staffordshire bullterrier,0.690517
863062471531167744,2017-05-12 16:05:02 +0000,Twitter for iPhone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",,13,Quinn,Fri May 12 16:05:02 +0000 2017,7515,2089,,French bulldog,0.935804
862831371563274240,2017-05-12 00:46:44 +0000,Twitter for iPhone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",,13,Zooey,Fri May 12 00:46:44 +0000 2017,17191,4450,,Australian terrier,0.207281
862722525377298433,2017-05-11 17:34:13 +0000,Twitter for iPhone,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze https://t.co/Eme9Uar6v2",,11,Dave,Thu May 11 17:34:13 +0000 2017,15316,3083,,basset,0.39333
861383897657036800,2017-05-08 00:54:59 +0000,Twitter for iPhone,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,,13,Hobbes,Mon May 08 00:54:59 +0000 2017,32231,9246,,Cardigan,0.771008
860563773140209665,2017-05-05 18:36:06 +0000,Twitter for iPhone,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

https://t.co/qZdSdzm08p https://t.co/oDIQ1KkdPt",,13,Lorenzo,Fri May 05 18:36:06 +0000 2017,6714,1853,,Cardigan,0.583936
860524505164394496,2017-05-05 16:00:04 +0000,Twitter for iPhone,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,,13,Carl,Fri May 05 16:00:04 +0000 2017,21213,4592,,Bedlington terrier,0.286558
859851578198683649,2017-05-03 19:26:06 +0000,Twitter for iPhone,Meet Trooper. He picks pup recyclables that have blown out of bins in the neighborhood and puts them back. 13/10 environmentally savvy af https://t.co/BqSttrTuIl,,13,Trooper,Wed May 03 19:26:06 +0000 2017,13957,3063,,Labrador retriever,0.899086
858471635011153920,2017-04-30 00:02:42 +0000,Twitter for iPhone,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,,13,Sophie,Sun Apr 30 00:02:42 +0000 2017,19455,4248,,Pembroke,0.987407
857989990357356544,2017-04-28 16:08:49 +0000,Twitter for iPhone,This is Rosie. She was just informed of the walk that's about to happen. Knows there are many a stick along the way. 12/10 such excite https://t.co/sOl7cFaP5X,,12,Rosie,Fri Apr 28 16:08:49 +0000 2017,14475,2262,,French bulldog,0.43258
857746408056729600,2017-04-28 00:00:54 +0000,Twitter for iPhone,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,,13,Thor,Fri Apr 28 00:00:54 +0000 2017,30754,9325,,Labrador retriever,0.919832
857263160327368704,2017-04-26 16:00:39 +0000,Twitter for iPhone,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,,13,Oscar,Wed Apr 26 16:00:39 +0000 2017,18220,3966,,Samoyed,0.998021
857029823797047296,2017-04-26 00:33:27 +0000,Twitter for iPhone,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu,,12,Zeke,Wed Apr 26 00:33:27 +0000 2017,17025,3479,,golden retriever,0.968623
856282028240666624,2017-04-23 23:01:59 +0000,Twitter for iPhone,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 for all https://t.co/GUefqUmZv8",,14,Cermet,Sun Apr 23 23:01:59 +0000 2017,25193,5569,,Chihuahua,0.8765430000000001
854732716440526848,2017-04-19 16:25:34 +0000,Twitter for iPhone,This is Marlee. She fetched a flower and immediately requested that it be placed behind her ear. 12/10 elegant af https://t.co/nJztIEON5s,,12,Marlee,Wed Apr 19 16:25:34 +0000 2017,20655,5337,,Pembroke,0.6955479999999999
854482394044301312,2017-04-18 23:50:52 +0000,Twitter for iPhone,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 https://t.co/AL4Ahm1Rm5,,13,Arya,Tue Apr 18 23:50:52 +0000 2017,26538,6007,,Chihuahua,0.26024200000000003
854365224396361728,2017-04-18 16:05:17 +0000,Twitter for iPhone,This is Einstein. He's having a really good day. Hopes you are too. H*ckin nifty tongue. 13/10 would snug intensely https://t.co/mdaQhhfpv6,,13,Einstein,Tue Apr 18 16:05:17 +0000 2017,17169,4139,,Pembroke,0.90708
853760880890318849,2017-04-17 00:03:50 +0000,Twitter for iPhone,Say hello to Alice. I'm told she enjoys car rides and smells good. 12/10 would give her everything she could ever want https://t.co/yT4vw8y77x,,12,Alice,Mon Apr 17 00:03:50 +0000 2017,26043,5110,,miniature pinscher,0.29251900000000003
852912242202992640,2017-04-14 15:51:39 +0000,Twitter for iPhone,"Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12/10 let's help him out

https://t.co/aVMjBqAy1x https://t.co/7gx2LksT3U",,12,Benny,Fri Apr 14 15:51:39 +0000 2017,8244,1597,,Great Dane,0.7837649999999999
852672615818899456,2017-04-13 23:59:28 +0000,Twitter for iPhone,This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12/10 https://t.co/VlyBzOXHEW,,12,Aspen,Thu Apr 13 23:59:28 +0000 2017,13622,1908,,golden retriever,0.7112350000000001
852553447878664193,2017-04-13 16:05:56 +0000,Twitter for iPhone,This is Jarod. He likes having his belly brushed. Tongue ejects when you hit the right spot. 13/10 downright h*ckin adorable https://t.co/ArnxkyD2kC,,13,Jarod,Thu Apr 13 16:05:56 +0000 2017,14881,3109,,bloodhound,0.186498
850753642995093505,2017-04-08 16:54:09 +0000,Twitter for iPhone,"This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyle. 11/10 would forgive https://t.co/hLQ2Ilg2uN",,11,Kyle,Sat Apr 08 16:54:09 +0000 2017,28112,8065,,pug,0.996952
850380195714523136,2017-04-07 16:10:12 +0000,Twitter for iPhone,This is Leo. He's a personal triathlon coach. Currently overseeing this athlete's push-pups. H*ckin brutal. 13/10 would do all he asks of me https://t.co/FXZQtBcnTO,,13,Leo,Fri Apr 07 16:10:12 +0000 2017,12064,2327,,Yorkshire terrier,0.249012
850019790995546112,2017-04-06 16:18:05 +0000,Twitter for iPhone,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,,12,Boomer,Thu Apr 06 16:18:05 +0000 2017,18763,4362,pupper,Shetland sheepdog,0.759907
